"Area_name","Value_label","Significance_England","Indicator_short_name","Time_period","Figure_ID","Hex_ID","Source","Fingertips_ID","Sex","Age","Life_course","At_ICT_level","Indicator_label","Polarity","x","y"
"Hastings","15","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Lewes","8.7","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Rother","8.2","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Wealden","6.5","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Adur","8.4","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Arun","10.9","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Chichester","8.3","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Crawley","13.9","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Horsham","6.5","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Mid Sussex","6.9","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Worthing","10.4","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"England","13.7","Not applicable","ASB_rate","2023","Building blocks 2",3,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","antisocial behaviour incident rate per 1,000 in the 12 months to July 2023","Lower is better",3.5,1.5
"Brighton and Hove","32.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Brighton and Hove Central","46.3","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Brighton and Hove East","21.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Brighton and Hove North","18.4","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Brighton and Hove West","20.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Eastbourne","39","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Hastings","43.7","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Lewes","22.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Rother","22.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Wealden","16.3","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Adur","25.1","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Arun","27.7","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Chichester","23.3","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Crawley","42.6","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Horsham","17.8","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Mid Sussex","17.8","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Worthing","30.4","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"England","30.5","Not applicable","Violent_crime_rate","2023","Building blocks 2",2,"Police data (compiled by B&H Community Insight tool)",,"Persons",,,"ICT level","violent crime rate per 1,000 in the 12 months to July 2023","Lower is better",2.5,1.5
"Brighton and Hove North","65.9%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Brighton and Hove East","65.9%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Brighton and Hove West","65.9%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Brighton and Hove Central","65.9%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Brighton and Hove","65.9%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Adur","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Arun","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Chichester","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Crawley","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Horsham","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Mid Sussex","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Worthing","64.4%","Similar","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Eastbourne","69%","Better","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Hastings","69%","Better","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Lewes","69%","Better","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Rother","69%","Better","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Wealden","69%","Better","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"England","65.2%","Not applicable","Good_level_development_reception","2021/22","Building blocks 2",8,"OHID Fingertips",90631,"Persons","Reception age","Yes","UTLA","of reception age children achieving a good level of development","Higher is better",1,2
"Brighton and Hove North","51.7","Not applicable","Average_attainment_8_score_16","2021/22","Building blocks 2",9,"OHID Fingertips",93378,"Persons","15-16 year olds","Yes","UTLA","Average Attainment 8 score at age 16","Higher is better",2,2
"Brighton and Hove East","51.7","Not applicable","Average_attainment_8_score_16","2021/22","Building blocks 2",9,"OHID Fingertips",93378,"Persons","15-16 year olds","Yes","UTLA","Average Attainment 8 score at age 16","Higher is better",2,2
"Brighton and Hove Central","51.7","Not applicable","Average_attainment_8_score_16","2021/22","Building blocks 2",9,"OHID Fingertips",93378,"Persons","15-16 year olds","Yes","UTLA","Average Attainment 8 score at age 16","Higher is better",2,2
"Brighton and Hove West","51.7","Not applicable","Average_attainment_8_score_16","2021/22","Building blocks 2",9,"OHID Fingertips",93378,"Persons","15-16 year olds","Yes","UTLA","Average Attainment 8 score at age 16","Higher is better",2,2
"England","48.7","Not applicable","Average_attainment_8_score_16","2021/22","Building blocks 2",9,"OHID Fingertips",93378,"Persons","15-16 year olds","Yes","UTLA","Average Attainment 8 score at age 16","Higher is better",2,2
